from	to	TCGA-2Z-A9J5-01A	TCGA-2Z-A9JT-01A	TCGA-4A-A93X-01A
m00127c	m01778c	3.52306448069198	2.8430532325579	4.0496759220578
m00127m	m00126m	4.26433185405952	4.0821046523365	4.17779226859621
m00127m	m01261m	5.54500410557102	4.89804968913277	5.26493041316481
m00127r	m01486r	2.01196620479113	1.97874880598003	1.95790483014981
m00127r	m01778r	1.73425127731126	1.44838920252172	1.84410054144021
m00128c	m00128s	2.79217205690509	1.85018426996818	1.75925130729964
m00128c	m00129c	1.73425127731126	1.44838920252172	1.84410054144021
m00128c	m01285c	2.79217205690509	1.85018426996818	1.75925130729964
m00128r	m00129r	1.73425127731126	1.44838920252172	1.84410054144021
m00128s	m00128c	1.94176283507826	1.75803598757802	1.37786848138935
m00129c	m00128c	1.78881320338072	1.39466403003618	2.20557538061759
m00129c	m00471c	1.59810940842488	1.41958486938122	2.52918096331373
m00129c	m02974c	1.38060243455233	1.07190519368499	1.02105335153605
m00129m	m01261m	5.54500410557102	4.89804968913277	5.26493041316481
m00129m	m02974m	4.26433185405952	4.0821046523365	4.17779226859621
m00129r	m01487r	2.01196620479113	1.97874880598003	1.95790483014981
m00129r	m02974r	4.70321223766271	4.7844250134471	4.84460644840618
m00130c	m00130r	4.06598386541363	2.19137348968327	3.57242962554198
m00130c	m02348c	4.06598386541363	2.19137348968327	3.57242962554198
m00131c	m00130c	1.38060243455233	1.07190519368499	1.02105335153605
m00131c	m00131p	3.03984651454894	2.74735423473542	2.33612144414496
m00131c	m00132c	1.78881320338072	1.39466403003618	2.20557538061759
m00131c	m00467c	1.59810940842488	1.41958486938122	2.52918096331373
m00131r	m00130r	4.70321223766271	4.7844250134471	4.84460644840618
m00131r	m01483r	2.01196620479113	1.97874880598003	1.95790483014981
m00132c	m00131c	1.73425127731126	1.44838920252172	1.84410054144021
m00132c	m00132s	2.79217205690509	1.85018426996818	1.75925130729964
m00132c	m01285c	2.79217205690509	1.85018426996818	1.75925130729964
m00132r	m00131r	1.73425127731126	1.44838920252172	1.84410054144021
m00132s	m00132c	1.94176283507826	1.75803598757802	1.37786848138935
m00133c	m00133r	4.06598386541363	2.19137348968327	3.57242962554198
m00133c	m02348c	4.06598386541363	2.19137348968327	3.57242962554198
m00134c	m00113c	1.68830277046773	1.34138710911437	2.21737205096071
m00134c	m00133c	1.38060243455233	1.07190519368499	1.02105335153605
m00134c	m00134p	3.03984651454894	2.74735423473542	2.33612144414496
m00134c	m00135c	1.78881320338072	1.39466403003618	2.20557538061759
m00134c	m00466c	1.59810940842488	1.41958486938122	2.52918096331373
m00134r	m00133r	4.70321223766271	4.7844250134471	4.84460644840618
m00134r	m01482r	2.01196620479113	1.97874880598003	1.95790483014981
m00135c	m00134c	1.73425127731126	1.44838920252172	1.84410054144021
m00135c	m00135s	2.79217205690509	1.85018426996818	1.75925130729964
m00135c	m01285c	2.79217205690509	1.85018426996818	1.75925130729964
m00135r	m00134r	1.73425127731126	1.44838920252172	1.84410054144021
m00135s	m00135c	1.94176283507826	1.75803598757802	1.37786848138935
m00138r	m01970r	2.44389011618821	2.01091789135164	2.77974696308929
m00138r	m02453r	2.44389011618821	2.01091789135164	2.77974696308929
m00139r	m00138r	5.48652392287483	5.06777651780976	6.02173853273377
m00139r	m01965r	5.48652392287483	5.06777651780976	6.02173853273377
m00140r	m00139r	4.79392160295099	3.89154561442357	3.75476792838527
m00140r	m01965r	4.79392160295099	3.89154561442357	3.75476792838527
m00141l	m01382l	3.51366874776477	2.23837986818782	3.0365557640918
m00141l	m02453l	3.51366874776477	2.23837986818782	3.0365557640918
m00142g	m02598g	5.36999599195379	4.88727667713182	4.20916745626683
m00142g	m03106g	5.36999599195379	4.88727667713182	4.20916745626683
m00143g	m00142g	2.44389011618821	2.01091789135164	2.77974696308929
m00143g	m02453g	2.44389011618821	2.01091789135164	2.77974696308929
m00144g	m00142g	2.44389011618821	2.01091789135164	2.77974696308929
m00144g	m02453g	2.44389011618821	2.01091789135164	2.77974696308929
m00145g	m00142g	2.44389011618821	2.01091789135164	2.77974696308929
m00145g	m02453g	2.44389011618821	2.01091789135164	2.77974696308929
m00146g	m00145g	2.44389011618821	2.01091789135164	2.77974696308929
m00146g	m02453g	2.44389011618821	2.01091789135164	2.77974696308929
m00147g	m00143g	2.44389011618821	2.01091789135164	2.77974696308929
m00147g	m02453g	2.44389011618821	2.01091789135164	2.77974696308929
m00148g	m00143g	2.44389011618821	2.01091789135164	2.77974696308929
m00148g	m00144g	2.44389011618821	2.01091789135164	2.77974696308929
m00148g	m02453g	4.88778023237642	4.02183578270329	5.55949392617859
m00149g	m00145g	2.44389011618821	2.01091789135164	2.77974696308929
m00149g	m02453g	2.44389011618821	2.01091789135164	2.77974696308929
m00150g	m00146g	2.44389011618821	2.01091789135164	2.77974696308929
m00150g	m00149g	2.44389011618821	2.01091789135164	2.77974696308929
m00150g	m02453g	4.88778023237642	4.02183578270329	5.55949392617859
m00151g	m00147g	2.44389011618821	2.01091789135164	2.77974696308929
m00151g	m00148g	2.44389011618821	2.01091789135164	2.77974696308929
m00151g	m02453g	4.88778023237642	4.02183578270329	5.55949392617859
m00152g	m00149g	2.44389011618821	2.01091789135164	2.77974696308929
m00152g	m02453g	2.44389011618821	2.01091789135164	2.77974696308929
m00153g	m00150g	2.44389011618821	2.01091789135164	2.77974696308929
m00153g	m00152g	2.44389011618821	2.01091789135164	2.77974696308929
m00153g	m02453g	4.88778023237642	4.02183578270329	5.55949392617859
m00153r	m00151r	2.44389011618821	2.01091789135164	2.77974696308929
m00153r	m02453r	2.44389011618821	2.01091789135164	2.77974696308929
m00154r	m00140r	6.06054235369676	5.71317805138969	6.09810059855733
m00154r	m01732r	6.06054235369676	5.71317805138969	6.09810059855733
m00157c	m00157m	1.43376234468711	1.05985140909262	2.68683167068446
m00157c	m00157s	23.6848191264273	15.5651421366634	15.8849367608845
m00157c	m00648c	2.36848191264273	1.55651421366634	1.58849367608845
m00157c	m01252c	2.36848191264273	1.55651421366634	1.58849367608845
m00157c	m01253c	2.36848191264273	1.55651421366634	1.58849367608845
m00157c	m01306c	2.36848191264273	1.55651421366634	1.58849367608845
m00157c	m01410c	2.36848191264273	1.55651421366634	1.58849367608845
m00157c	m01833c	2.36848191264273	1.55651421366634	1.58849367608845
m00157c	m02403c	2.36848191264273	1.55651421366634	1.58849367608845
m00157c	m02772c	2.36848191264273	1.55651421366634	1.58849367608845
m00157c	m02819c	2.36848191264273	1.55651421366634	1.58849367608845
m00157c	m02833c	2.36848191264273	1.55651421366634	1.58849367608845
m00157m	m01253m	3.54210003334889	3.69961808455794	4.46897527926659
m00157s	m00157c	2.36848191264273	1.55651421366634	1.58849367608845
m00158c	m01409c	2.65606971469087	2.10214150468791	4.22717682725264
m00160c	m00038c	2.65606971469087	2.10214150468791	4.22717682725264
m00161c	m00058c	2.65606971469087	2.10214150468791	4.22717682725264
m00162c	m00050c	2.65606971469087	2.10214150468791	4.22717682725264
m00163c	m02623c	1.6497942380964	1.4361973266869	2.0153283613257
m00163c	m02741c	2.16401298138069	2.4518210238124	1.44257799766765
m00163m	m02623m	1.6497942380964	1.4361973266869	2.0153283613257
m00163m	m02741m	2.16401298138069	2.4518210238124	1.44257799766765
m00164c	m01285c	3.23863143549523	3.93879921162008	2.87746221200706
m00164c	m02187c	3.23863143549523	3.93879921162008	2.87746221200706
m00165c	m00164c	6.00354564816222	6.7458618575302	5.44733421401988
m00165c	m01285c	6.00354564816222	6.7458618575302	5.44733421401988
m00166m	m02944m	3.55487752690844	3.08432012288274	4.25091621607177
m00167c	m00165c	4.82836255913564	4.29044860131803	3.42579974571045
m00167c	m01285c	4.82836255913564	4.29044860131803	3.42579974571045
m00168c	m01716c	3.74252715832782	4.51258268304641	3.32173296438388
m00168c	m02026c	3.74252715832782	4.51258268304641	3.32173296438388
m00168m	m01716m	3.74252715832782	4.51258268304641	3.32173296438388
m00168m	m02026m	3.74252715832782	4.51258268304641	3.32173296438388
m00170m	m00841m	5.89473636259262	5.75525811243431	5.62267826542738
m00170p	m00841p	4.1778800860066	2.97008556937432	4.6859705959312
m00171m	m00662m	5.31714141589016	5.48675849632258	5.24901657228859
m00172m	m00849m	5.89473636259262	5.75525811243431	5.62267826542738
m00172p	m00849p	4.1778800860066	2.97008556937432	4.6859705959312
m00173m	m01255m	5.89473636259262	5.75525811243431	5.62267826542738
m00173p	m01255p	4.1778800860066	2.97008556937432	4.6859705959312
m00174m	m00868m	5.89473636259262	5.75525811243431	5.62267826542738
m00174p	m00868p	4.1778800860066	2.97008556937432	4.6859705959312
m00175m	m00895m	5.89473636259262	5.75525811243431	5.62267826542738
m00175p	m00895p	4.1778800860066	2.97008556937432	4.6859705959312
m00176m	m00893m	5.89473636259262	5.75525811243431	5.62267826542738
m00176p	m00893p	4.1778800860066	2.97008556937432	4.6859705959312
m00177m	m00894m	5.89473636259262	5.75525811243431	5.62267826542738
m00177p	m00894p	4.1778800860066	2.97008556937432	4.6859705959312
m00178m	m00906m	5.89473636259262	5.75525811243431	5.62267826542738
m00178p	m00906p	4.1778800860066	2.97008556937432	4.6859705959312
m00179c	m00920c	3.66635847941195	2.8630129376127	3.14152170027622
m00179m	m00920m	6.60466766079399	7.00406869840388	6.93787665374376
m00180c	m02559c	2.56218127877006	1.69306210484824	2.50905849006121
m00180c	m02659c	2.04952875607575	1.95970021065903	1.83595201509511
m00180c	m03102m	2.04952875607575	1.95970021065903	1.83595201509511
m00181m	m00858m	5.89473636259262	5.75525811243431	5.62267826542738
m00181p	m00858p	4.1778800860066	2.97008556937432	4.6859705959312
m00182m	m00882m	5.89473636259262	5.75525811243431	5.62267826542738
m00182p	m00882p	4.1778800860066	2.97008556937432	4.6859705959312
m00183m	m00892m	5.89473636259262	5.75525811243431	5.62267826542738
m00183p	m00892p	4.1778800860066	2.97008556937432	4.6859705959312
m00184c	m01258c	2.65606971469087	2.10214150468791	4.22717682725264
m00184c	m02442c	3.34773539258178	3.46496569458094	3.91003838812537
m00184c	m02773c	2.65606971469087	2.10214150468791	4.22717682725264
m00190c	m00191c	1.06367862032186	0.897599288302176	1.07998329843927
m00190c	m01285c	1.06367862032186	0.897599288302176	1.07998329843927
m00193c	m00192c	3.43997106149017	3.16701406528356	3.31579602589674
m00193c	m01285c	3.43997106149017	3.16701406528356	3.31579602589674
m00194c	m00195c	4.32964306589183	4.10405201909055	4.53736212508704
m00194c	m02871c	4.32964306589183	4.10405201909055	4.53736212508704
m00196c	m01285c	2.03868950237773	1.68570500510516	2.01289659968956
m00196c	m02742c	2.03868950237773	1.68570500510516	2.01289659968956
m00197c	m00199c	0.399060956277892	0.497189263085399	0.345003156533786
m00197c	m00215c	1.18002080484502	0.963718932361246	0.866802988103818
m00197c	m02496c	1.18002080484502	0.963718932361246	0.866802988103818
m00197c	m02578c	0.399060956277892	0.497189263085399	0.345003156533786
m00197c	m02583c	2.36004160969004	1.92743786472249	1.73360597620764
m00198r	m00140r	6.06054235369676	5.71317805138969	6.09810059855733
m00198r	m01732r	6.06054235369676	5.71317805138969	6.09810059855733
m00200c	m02898c	1.49836736174267	1.43661526443334	1.71592848818695
m00204c	m00213c	1.78427089046853	1.43329032218039	1.90356385257892
m00204c	m02767c	3.74627058573617	3.31737118470341	3.57503803371113
m00204c	m02871c	1.78427089046853	1.43329032218039	1.90356385257892
m00204c	m02943c	3.74627058573617	3.31737118470341	3.57503803371113
m00204n	m02129n	1.84924808045032	1.45796660965414	1.95704842392256
m00204n	m02871n	1.84924808045032	1.45796660965414	1.95704842392256
m00205g	m03000g	1.77186842461883	1.24413904158633	1.09353040274537
m00205g	m03106g	1.77186842461883	1.24413904158633	1.09353040274537
m00205r	m03106r	2.09916419788751	2.09550284070343	1.45547919868893
m00205r	m03156r	2.09916419788751	2.09550284070343	1.45547919868893
m00206c	m00218c	1.86261831562631	1.55777036402032	1.58815713618962
m00206c	m01285c	1.86261831562631	1.55777036402032	1.58815713618962
m00210c	m00209c	2.70801416046336	2.53909544580569	3.5446911621903
m00210c	m01098c	2.70801416046336	2.53909544580569	3.5446911621903
m00210c	m02471c	2.70801416046336	2.53909544580569	3.5446911621903
m00210c	m02681c	2.70801416046336	2.53909544580569	3.5446911621903
m00211c	m02517c	3.77921316195059	3.48691083083103	3.68004311424821
m00211r	m02517r	3.77921316195059	3.48691083083103	3.68004311424821
m00211r	m02698r	3.77921316195059	3.48691083083103	3.68004311424821
m00212c	m00211c	1.78427089046853	1.43329032218039	1.90356385257892
m00212c	m02871c	1.78427089046853	1.43329032218039	1.90356385257892
m00212n	m00211n	1.84924808045032	1.45796660965414	1.95704842392256
m00212n	m02871n	1.84924808045032	1.45796660965414	1.95704842392256
m00213c	m00212c	1.78427089046853	1.43329032218039	1.90356385257892
m00213c	m02871c	1.78427089046853	1.43329032218039	1.90356385257892
m00215c	m00197c	2.0937908297297	1.76732209425974	1.07158827921576
m00215c	m01288c	2.0937908297297	1.76732209425974	1.07158827921576
m00218c	m00206c	1.92933998899352	1.69622315980063	1.76343886138283
m00219c	m00220c	2.32706169100048	1.33267075110896	1.7809773777691
m00219c	m01285c	2.32706169100048	1.33267075110896	1.7809773777691
m00220c	m00219c	1.52915900724731	1.39522975144666	2.79963104666152
m00223c	m02629c	2.76717901501765	1.73651815128608	2.82667784179158
m00228c	m00568c	0.774912882626976	0.475292817554946	0.332259198967475
m00229c	m01156c	5.1363858013963	5.48563194137367	5.10521071122701
m00233c	m01395c	2.01039971553337	1.80173359148148	2.98243989278628
m00234s	m00503s	1.05736726567094	1.13598067775232	1.27999455396556
m00234s	m01807s	1.05736726567094	1.13598067775232	1.27999455396556
m00235c	m00504c	1.05736726567094	1.13598067775232	1.27999455396556
m00235c	m01808c	1.05736726567094	1.13598067775232	1.27999455396556
m00235c	m02684c	2.01039971553337	1.80173359148148	2.98243989278628
m00236c	m00505c	1.05736726567094	1.13598067775232	1.27999455396556
m00236c	m01809c	1.05736726567094	1.13598067775232	1.27999455396556
m00236c	m02685c	1.68630066650207	0.984466987554212	1.89157277754714
m00237c	m00506c	1.05736726567094	1.13598067775232	1.27999455396556
m00237c	m01810c	1.05736726567094	1.13598067775232	1.27999455396556
m00238c	m00507c	1.05736726567094	1.13598067775232	1.27999455396556
m00238c	m01811c	1.05736726567094	1.13598067775232	1.27999455396556
m00238c	m02697c	1.68630066650207	0.984466987554212	1.89157277754714
m00239c	m00508c	1.05736726567094	1.13598067775232	1.27999455396556
m00239c	m01812c	1.05736726567094	1.13598067775232	1.27999455396556
m00240c	m00509c	1.05736726567094	1.13598067775232	1.27999455396556
m00240c	m01285c	1.00063301630586	0.81935015558875	0.6256520273358
m00240c	m01814c	1.05736726567094	1.13598067775232	1.27999455396556
m00240c	m02392c	1.98117272040468	1.66885929098908	1.93510396171093
m00240c	m02733c	1.00063301630586	0.81935015558875	0.6256520273358
m00240c	m02958c	0.866076832155949	1.04597128010691	1.60908279791092
m00241s	m00510s	1.79885995001278	2.14152864810391	0.682922505919554
m00241s	m01820s	1.79885995001278	2.14152864810391	0.682922505919554
m00242c	m00636c	0.214613209625434	0.313280334233432	0.0451845640587198
m00242c	m02143c	0.214613209625434	0.313280334233432	0.0451845640587198
m00243c	m02557c	3.26212074952463	3.01177007982413	4.14106720316262
m00245c	m00684c	5.03306399232006	4.19045323799318	4.27022183537554
m00245c	m01016c	5.03306399232006	4.19045323799318	4.27022183537554
m00245c	m01833c	10.0661279846401	8.38090647598636	8.54044367075108
m00247c	m00569c	1.98882591102036	1.65637751500283	2.14763792319359
m00247c	m00913c	5.31938150188542	4.32438057179835	4.44518058820041
m00247c	m01966c	0.898466464780153	0.914909330697077	0.340354773324744
m00248c	m00760c	2.61965918097562	2.79343312256536	0.425039520796585
m00248c	m02578c	2.61965918097562	2.79343312256536	0.425039520796585
m00253c	m00252c	4.02044967292858	3.00279438740545	3.46253360461079
m00253c	m00257c	4.02044967292858	3.00279438740545	3.46253360461079
m00253m	m00252m	4.02044967292858	3.00279438740545	3.46253360461079
m00253m	m00257m	4.02044967292858	3.00279438740545	3.46253360461079
m00253p	m00252p	4.02044967292858	3.00279438740545	3.46253360461079
m00253p	m00257p	4.02044967292858	3.00279438740545	3.46253360461079
m00255c	m00256c	0.402591524370755	0.191480997053116	1.76769618728538
m00255r	m00256r	0.402591524370755	0.191480997053116	1.76769618728538
m00257c	m00597c	0.402591524370755	0.191480997053116	1.76769618728538
m00257r	m00597r	0.402591524370755	0.191480997053116	1.76769618728538
m00258c	m00257c	1.73425127731126	1.44838920252172	1.84410054144021
m00258m	m00257m	1.73425127731126	1.44838920252172	1.84410054144021
m00258m	m01037m	3.10677422418224	2.74446000793594	2.9623408637705
m00258p	m00257p	1.73425127731126	1.44838920252172	1.84410054144021
m00258p	m01037p	3.10677422418224	2.74446000793594	2.9623408637705
m00258r	m00257r	1.73425127731126	1.44838920252172	1.84410054144021
m00259c	m01210c	3.69727777254674	3.41967156488182	3.81534182391136
m00259c	m01261c	3.69727777254674	3.41967156488182	3.81534182391136
m00260c	m00260s	2.79217205690509	1.85018426996818	1.75925130729964
m00260c	m00262c	1.73425127731126	1.44838920252172	1.84410054144021
m00260c	m01285c	2.79217205690509	1.85018426996818	1.75925130729964
m00260s	m00260c	1.94176283507826	1.75803598757802	1.37786848138935
m00261c	m00261m	1.86786743183915	1.29545683972447	1.96539712531874
m00261c	m00261r	4.06598386541363	2.19137348968327	3.57242962554198
m00261c	m02348c	5.93385129725278	3.48683032940774	5.53782675086072
m00262c	m00260c	1.78881320338072	1.39466403003618	2.20557538061759
m00262c	m00261c	1.38060243455233	1.07190519368499	1.02105335153605
m00262c	m00436c	1.59810940842488	1.41958486938122	2.52918096331373
m00262c	m00901c	2.02729239472741	1.62230835919174	2.16070539811187
m00262m	m00261m	4.26433185405952	4.0821046523365	4.17779226859621
m00262m	m01261m	5.54500410557102	4.89804968913277	5.26493041316481
m00262r	m00261r	4.70321223766271	4.7844250134471	4.84460644840618
m00262r	m01452r	2.01196620479113	1.97874880598003	1.95790483014981
