Rxn.name	Gene.reaction.association
HMR_6025	ENSG00000100156 or ENSG00000108932 or ENSG00000118596 or ENSG00000141526 or ENSG00000155380 or ENSG00000168679 or ENSG00000170190
HMR_6026	ENSG00000100156 or ENSG00000108932 or ENSG00000118596 or ENSG00000141526 or ENSG00000155380 or ENSG00000168679 or ENSG00000170190
HMR_6027	ENSG00000100156 or ENSG00000108932 or ENSG00000118596 or ENSG00000141526 or ENSG00000155380 or ENSG00000168679 or ENSG00000170190
HMR_6028	ENSG00000100156 or ENSG00000108932 or ENSG00000118596 or ENSG00000141526 or ENSG00000155380 or ENSG00000168679 or ENSG00000170190
HMR_6029	ENSG00000100156 or ENSG00000108932 or ENSG00000118596 or ENSG00000141526 or ENSG00000155380 or ENSG00000168679 or ENSG00000170190
HMR_6030	ENSG00000100156 or ENSG00000108932 or ENSG00000118596 or ENSG00000141526 or ENSG00000155380 or ENSG00000168679 or ENSG00000170190
HMR_6031	ENSG00000100156 or ENSG00000108932 or ENSG00000118596 or ENSG00000141526 or ENSG00000155380 or ENSG00000168679 or ENSG00000170190
HMR_6032	ENSG00000100156 or ENSG00000108932 or ENSG00000118596 or ENSG00000141526 or ENSG00000155380 or ENSG00000168679 or ENSG00000170190
HMR_6033	ENSG00000100156 or ENSG00000108932 or ENSG00000118596 or ENSG00000141526 or ENSG00000155380 or ENSG00000168679 or ENSG00000170190
HMR_6034	ENSG00000100156 or ENSG00000108932 or ENSG00000118596 or ENSG00000141526 or ENSG00000155380 or ENSG00000168679 or ENSG00000170190
HMR_6035	ENSG00000100156 or ENSG00000108932 or ENSG00000118596 or ENSG00000141526 or ENSG00000155380 or ENSG00000168679 or ENSG00000170190
HMR_6036	ENSG00000100156 or ENSG00000108932 or ENSG00000118596 or ENSG00000141526 or ENSG00000155380 or ENSG00000168679 or ENSG00000170190
HMR_6037	ENSG00000100156 or ENSG00000108932 or ENSG00000118596 or ENSG00000141526 or ENSG00000155380 or ENSG00000168679 or ENSG00000170190
HMR_6038	ENSG00000100156 or ENSG00000108932 or ENSG00000118596 or ENSG00000141526 or ENSG00000155380 or ENSG00000168679 or ENSG00000170190
HMR_6039	ENSG00000100156 or ENSG00000108932 or ENSG00000118596 or ENSG00000141526 or ENSG00000155380 or ENSG00000168679 or ENSG00000170190
HMR_6040	ENSG00000100156 or ENSG00000108932 or ENSG00000118596 or ENSG00000141526 or ENSG00000155380 or ENSG00000168679 or ENSG00000170190
HMR_6041	ENSG00000100156 or ENSG00000108932 or ENSG00000118596 or ENSG00000141526 or ENSG00000155380 or ENSG00000168679 or ENSG00000170190
HMR_6042	ENSG00000100156 or ENSG00000108932 or ENSG00000118596 or ENSG00000141526 or ENSG00000155380 or ENSG00000168679 or ENSG00000170190
HMR_6043	ENSG00000100156 or ENSG00000108932 or ENSG00000118596 or ENSG00000141526 or ENSG00000155380 or ENSG00000168679 or ENSG00000170190
HMR_6044	ENSG00000100156 or ENSG00000108932 or ENSG00000118596 or ENSG00000141526 or ENSG00000155380 or ENSG00000168679 or ENSG00000170190
HMR_6045	ENSG00000100156 or ENSG00000108932 or ENSG00000118596 or ENSG00000141526 or ENSG00000155380 or ENSG00000168679 or ENSG00000170190
HMR_6046	ENSG00000100156 or ENSG00000108932 or ENSG00000118596 or ENSG00000141526 or ENSG00000155380 or ENSG00000168679 or ENSG00000170190
HMR_6047	ENSG00000100156 or ENSG00000108932 or ENSG00000118596 or ENSG00000141526 or ENSG00000155380 or ENSG00000168679 or ENSG00000170190
HMR_6048	ENSG00000100156 or ENSG00000108932 or ENSG00000118596 or ENSG00000141526 or ENSG00000155380 or ENSG00000168679 or ENSG00000170190
HMR_6049	ENSG00000100156 or ENSG00000108932 or ENSG00000118596 or ENSG00000141526 or ENSG00000155380 or ENSG00000168679 or ENSG00000170190
HMR_6050	ENSG00000100156 or ENSG00000108932 or ENSG00000118596 or ENSG00000141526 or ENSG00000155380 or ENSG00000168679 or ENSG00000170190
HMR_6051	ENSG00000100156 or ENSG00000108932 or ENSG00000118596 or ENSG00000141526 or ENSG00000155380 or ENSG00000168679 or ENSG00000170190
HMR_6052	ENSG00000100156 or ENSG00000108932 or ENSG00000118596 or ENSG00000141526 or ENSG00000155380 or ENSG00000168679 or ENSG00000170190
HMR_6053	ENSG00000100156 or ENSG00000108932 or ENSG00000118596 or ENSG00000141526 or ENSG00000155380 or ENSG00000168679 or ENSG00000170190
HMR_6054	ENSG00000100156 or ENSG00000108932 or ENSG00000118596 or ENSG00000141526 or ENSG00000155380 or ENSG00000168679 or ENSG00000170190
HMR_6055	ENSG00000101187 or ENSG00000134538 or ENSG00000139155 or ENSG00000147100 or ENSG00000176463
HMR_6056	ENSG00000147100
HMR_6057	ENSG00000124568
HMR_6058	ENSG00000147606 or ENSG00000174502
HMR_6059	ENSG00000117479 or ENSG00000135917
HMR_6060	ENSG00000084453 and ENSG00000111700
HMR_6061	ENSG00000084453 and ENSG00000111700
HMR_6062	ENSG00000084453 and ENSG00000111700
HMR_6063	ENSG00000084453 and ENSG00000111700
HMR_6064	ENSG00000084453 and ENSG00000111700
HMR_6065	ENSG00000084453 and ENSG00000111700
HMR_6066	ENSG00000084453 and ENSG00000111700
HMR_6067	ENSG00000084453 and ENSG00000111700
HMR_6068	ENSG00000084453 and ENSG00000111700
HMR_6069	ENSG00000084453 and ENSG00000111700
HMR_6070	ENSG00000084453 and ENSG00000111700
HMR_6071	ENSG00000084453 and ENSG00000111700
HMR_6072	ENSG00000084453 and ENSG00000111700
HMR_6073	ENSG00000084453 and ENSG00000111700
HMR_6074	ENSG00000084453 and ENSG00000111700
HMR_6075	ENSG00000084453 and ENSG00000111700
HMR_6076	ENSG00000084453 and ENSG00000111700
HMR_6077	ENSG00000084453 and ENSG00000111700
HMR_6078	ENSG00000084453 and ENSG00000111700
HMR_6079	ENSG00000084453 and ENSG00000111700
HMR_6080	ENSG00000084453 and ENSG00000111700
HMR_6081	ENSG00000084453 and ENSG00000111700
HMR_6082	ENSG00000084453 and ENSG00000111700
HMR_6083	ENSG00000084453 and ENSG00000111700
HMR_6084	ENSG00000084453 and ENSG00000111700
HMR_6085	ENSG00000084453 and ENSG00000111700
HMR_6086	ENSG00000084453 and ENSG00000111700
HMR_6087	ENSG00000084453 and ENSG00000111700
HMR_6088	ENSG00000084453 and ENSG00000111700
HMR_6089	ENSG00000084453 and ENSG00000111700
HMR_6090	ENSG00000084453 and ENSG00000111700
HMR_6091	ENSG00000084453 and ENSG00000111700
HMR_6092	ENSG00000084453 and ENSG00000111700
HMR_6093	ENSG00000084453 and ENSG00000111700
HMR_6094	ENSG00000084453 and ENSG00000111700
HMR_6095	ENSG00000084453 and ENSG00000111700
HMR_6096	ENSG00000084453 or ENSG00000101187 or ENSG00000134538 or ENSG00000139155
HMR_6097	ENSG00000084453 and ENSG00000111700
HMR_6098	ENSG00000084453 or ENSG00000101187 or ENSG00000111700 or ENSG00000134538 or ENSG00000139155
HMR_6099	ENSG00000084453 and ENSG00000111700
HMR_6100	ENSG00000084453 and ENSG00000111700
HMR_6101	ENSG00000084453 or ENSG00000101187 or ENSG00000174640 or ENSG00000176463
HMR_6102	ENSG00000084453 and ENSG00000111700
HMR_6103	ENSG00000134538
HMR_6104	ENSG00000134538
HMR_6105	ENSG00000134538
HMR_6106	ENSG00000134538
HMR_6107	ENSG00000134538
HMR_6108	ENSG00000084453 and ENSG00000111700
HMR_6109	ENSG00000084453 and ENSG00000111700
HMR_6110	ENSG00000084453 and ENSG00000111700
HMR_6111	ENSG00000084453 and ENSG00000111700
HMR_6112	ENSG00000084453 and ENSG00000111700
HMR_6113	ENSG00000084453 and ENSG00000111700
HMR_6114	ENSG00000084453 and ENSG00000111700
HMR_6115	ENSG00000084453 and ENSG00000111700
HMR_6116	ENSG00000084453 and ENSG00000111700
HMR_6117	ENSG00000084453 and ENSG00000111700
HMR_6118	ENSG00000084453 and ENSG00000111700
HMR_6119	ENSG00000084453 and ENSG00000111700
HMR_6120	ENSG00000084453 and ENSG00000111700
HMR_6121	ENSG00000084453 and ENSG00000111700
HMR_6122	ENSG00000084453 and ENSG00000111700
HMR_6123	ENSG00000134538
HMR_6124	ENSG00000134538
HMR_6125	ENSG00000134538
HMR_6126	ENSG00000134538
HMR_6127	ENSG00000134538
HMR_6128	ENSG00000134538
HMR_6129	ENSG00000084453 or ENSG00000101187 or ENSG00000111700 or ENSG00000134538 or ENSG00000137491 or ENSG00000139155 or ENSG00000176463
HMR_6130	ENSG00000134538
HMR_6131	ENSG00000134538
HMR_6132	ENSG00000134538
HMR_6133	ENSG00000134538
HMR_6134	ENSG00000134538
HMR_6135	ENSG00000134538
HMR_6136	ENSG00000134538
HMR_6137	ENSG00000134538
HMR_6138	ENSG00000134538
HMR_6139	ENSG00000134538
HMR_6140	ENSG00000134538
HMR_6141	ENSG00000134538
HMR_6142	ENSG00000134538
HMR_6143	ENSG00000134538
HMR_6144	ENSG00000134538
HMR_6145	ENSG00000134538
HMR_6146	ENSG00000134538
HMR_6147	ENSG00000134538
HMR_6148	ENSG00000134538
HMR_6149	ENSG00000134538
HMR_6150	ENSG00000134538
HMR_6151	ENSG00000134538
HMR_6152	ENSG00000134538
HMR_6153	ENSG00000134538
HMR_6154	ENSG00000134538
HMR_6155	ENSG00000134538
HMR_6156	ENSG00000134538
HMR_6157	ENSG00000134538
HMR_6158	ENSG00000134538
HMR_6159	ENSG00000134538
HMR_6160	ENSG00000134538
HMR_6161	ENSG00000134538
HMR_6162	ENSG00000134538
HMR_6163	ENSG00000134538
HMR_6164	ENSG00000134538
HMR_6165	ENSG00000134538
HMR_6166	ENSG00000134538
HMR_6167	ENSG00000134538
HMR_6168	ENSG00000134538
HMR_6169	ENSG00000134538
HMR_6170	ENSG00000134538
HMR_6171	ENSG00000134538
HMR_6172	ENSG00000134538
HMR_6173	ENSG00000134538
HMR_6174	ENSG00000134538
HMR_6175	ENSG00000134538
HMR_6176	ENSG00000134538
HMR_6177	ENSG00000134538
HMR_6178	ENSG00000134538
HMR_6179	ENSG00000134538
HMR_6180	ENSG00000134538
HMR_6181	ENSG00000134538
HMR_6182	ENSG00000134538
HMR_6183	ENSG00000134538
HMR_6184	ENSG00000134538
HMR_6185	ENSG00000134538
HMR_6186	ENSG00000134538
HMR_6187	ENSG00000134538
HMR_6188	ENSG00000134538
HMR_6189	ENSG00000134538
HMR_6190	ENSG00000134538
HMR_6191	ENSG00000134538
HMR_6192	ENSG00000134538
HMR_6193	ENSG00000134538
HMR_6194	ENSG00000134538
HMR_6195	ENSG00000134538
HMR_6196	ENSG00000134538
HMR_6197	ENSG00000134538
HMR_6198	ENSG00000134538
HMR_6199	ENSG00000134538
HMR_6200	ENSG00000134538
HMR_6201	ENSG00000134538
HMR_6202	ENSG00000134538
HMR_6203	ENSG00000134538
HMR_6204	ENSG00000134538
HMR_6205	ENSG00000134538
HMR_6206	ENSG00000134538
HMR_6207	ENSG00000134538
HMR_6208	ENSG00000134538
HMR_6209	ENSG00000134538
HMR_6210	ENSG00000134538
HMR_6211	ENSG00000134538
HMR_6212	ENSG00000134538
HMR_6213	ENSG00000134538
HMR_6214	ENSG00000084453 and ENSG00000111700
HMR_6215	ENSG00000084453 and ENSG00000111700
HMR_6216	ENSG00000084453 and ENSG00000111700
HMR_6217	ENSG00000084453 and ENSG00000111700
HMR_6218	ENSG00000174640
HMR_6219	ENSG00000174640
HMR_6220	ENSG00000174640
HMR_6221	ENSG00000174640
HMR_6222	ENSG00000174640
HMR_6223	ENSG00000174640
HMR_6224	ENSG00000174640
HMR_6225	ENSG00000174640
HMR_6226	ENSG00000174640
HMR_6227	ENSG00000174640
HMR_6228	ENSG00000174640
HMR_6229	ENSG00000174640
HMR_6230	ENSG00000174640
HMR_6231	ENSG00000174640
HMR_6232	ENSG00000174640
HMR_6233	ENSG00000174640
HMR_6234	ENSG00000174640
HMR_6235	ENSG00000174640
HMR_6236	ENSG00000174640
HMR_6237	ENSG00000174640
HMR_6238	ENSG00000174640
HMR_6239	ENSG00000174640
HMR_6240	ENSG00000174640
HMR_6241	ENSG00000112499 or ENSG00000146477 or ENSG00000164638 or ENSG00000175003
HMR_6242	ENSG00000103546 or ENSG00000142319
HMR_6243	ENSG00000112499 or ENSG00000146477 or ENSG00000164638 or ENSG00000175003
HMR_6244	ENSG00000108576
HMR_6245	ENSG00000112499 or ENSG00000146477 or ENSG00000175003
HMR_6246	ENSG00000112499 or ENSG00000146477 or ENSG00000174640 or ENSG00000175003 or ENSG00000176463
HMR_6247	ENSG00000112499 or ENSG00000146477 or ENSG00000174640 or ENSG00000175003
HMR_6248	ENSG00000137491
HMR_6249	ENSG00000121270 or ENSG00000137491
HMR_6250	ENSG00000184999
HMR_6251	
HMR_6252	
HMR_6253	ENSG00000184999
HMR_6254	ENSG00000184999
HMR_6255	ENSG00000184999
HMR_6256	ENSG00000184999
HMR_6257	ENSG00000101187 or ENSG00000134538 or ENSG00000139155
HMR_6258	ENSG00000184999
HMR_6259	ENSG00000184999
HMR_6260	
HMR_6261	ENSG00000184999
HMR_6262	ENSG00000184999
HMR_6263	ENSG00000184999
HMR_6264	ENSG00000184999
HMR_6265	ENSG00000184999
HMR_6266	ENSG00000174640
HMR_6267	ENSG00000184999
HMR_6268	ENSG00000174640 or ENSG00000176463
HMR_6269	
HMR_6270	ENSG00000184999
HMR_6271	ENSG00000184999
HMR_6272	ENSG00000184999
HMR_6273	ENSG00000184999
HMR_6274	ENSG00000184999
HMR_6275	ENSG00000089057 or ENSG00000170482
HMR_6351	ENSG00000137860 or ENSG00000156222
HMR_6352	ENSG00000137860 or ENSG00000156222 or ENSG00000197506
HMR_6353	ENSG00000137860 or ENSG00000197506
HMR_6354	ENSG00000137860 or ENSG00000197506
HMR_6355	ENSG00000197506
HMR_6356	ENSG00000197506
HMR_6357	ENSG00000197506
HMR_6358	ENSG00000197506
HMR_6359	ENSG00000197506
HMR_6360	ENSG00000197506
HMR_6361	ENSG00000197506
HMR_6362	ENSG00000197506
HMR_6363	ENSG00000197506
HMR_6364	ENSG00000197506
HMR_6365	ENSG00000197506
HMR_6366	ENSG00000112759 or ENSG00000174669
HMR_6367	ENSG00000112759 or ENSG00000174669
HMR_6368	ENSG00000112759 or ENSG00000174669
HMR_6369	ENSG00000112759 or ENSG00000174669
HMR_6370	ENSG00000170385
HMR_6371	ENSG00000123643 or ENSG00000180773 or ENSG00000186334 or ENSG00000186335
HMR_6372	ENSG00000123643 or ENSG00000180773 or ENSG00000186334 or ENSG00000186335
HMR_6373	ENSG00000123643 or ENSG00000180773 or ENSG00000186334 or ENSG00000186335
HMR_6374	ENSG00000123643 or ENSG00000180773 or ENSG00000186334 or ENSG00000186335
HMR_6375	ENSG00000072041 or ENSG00000111371 or ENSG00000134294 or ENSG00000139209 or ENSG00000174358 or ENSG00000268104
HMR_6377	ENSG00000072041 or ENSG00000105281 or ENSG00000115902 or ENSG00000139209 or ENSG00000174358 or ENSG00000268104
HMR_6379	ENSG00000003989 or ENSG00000139514 or ENSG00000165349
HMR_6380	ENSG00000017483 or ENSG00000111371 or ENSG00000134294 or ENSG00000139209 or ENSG00000268104
HMR_6381	ENSG00000017483 or ENSG00000111371 or ENSG00000134294 or ENSG00000139209 or ENSG00000268104
HMR_6382	ENSG00000017483 or ENSG00000111371 or ENSG00000134294 or ENSG00000139209 or ENSG00000268104
HMR_6383	ENSG00000003989 or ENSG00000139514 or ENSG00000165349
HMR_6384	ENSG00000017483 or ENSG00000134294 or ENSG00000268104
HMR_6392	ENSG00000103222
HMR_6406	ENSG00000138074
HMR_6424	
HMR_6439	
HMR_6462	
HMR_6474	ENSG00000015520 and ENSG00000073060
HMR_6505	
HMR_6512	ENSG00000039123 or ENSG00000054148 or ENSG00000063601 or ENSG00000067113 or ENSG00000072756 or ENSG00000087053 or ENSG00000126821 or ENSG00000139505 or ENSG00000141934 or ENSG00000162407 or ENSG00000163082
HMR_6514	
HMR_6516	
HMR_6524	ENSG00000070915
HMR_6525	ENSG00000004939 or ENSG00000008300 or ENSG00000091137 or ENSG00000091138 or ENSG00000113073 or ENSG00000114923 or ENSG00000164889
HMR_6526	ENSG00000064651 or ENSG00000074803
HMR_6527	ENSG00000113504 or ENSG00000124067 or ENSG00000140199
HMR_6529	ENSG00000091137
HMR_6530	ENSG00000225697
HMR_6531	ENSG00000225697
HMR_6532	ENSG00000050438 or ENSG00000144290 or ENSG00000225697
HMR_6533	ENSG00000225697
HMR_6534	ENSG00000112053 or ENSG00000147606 or ENSG00000155850 or ENSG00000174502
HMR_6628	(ENSG00000114115 and ENSG00000137868 and ENSG00000138207) or (ENSG00000114113 and ENSG00000137868 and ENSG00000138207)
HMR_6732	ENSG00000112499 or ENSG00000146477 or ENSG00000164638 or ENSG00000175003
HMR_6733	ENSG00000103546 or ENSG00000142319
HMR_6989	ENSG00000105641
HMR_6991	
HMR_7109	
HMR_7111	
HMR_7113	
HMR_7115	
HMR_7117	
HMR_7119	
HMR_7121	
HMR_7123	
HMR_7125	
HMR_7127	
HMR_7173	
HMR_7184	
HMR_7223	
HMR_7253	
HMR_7372	
HMR_7453	
HMR_7482	
HMR_7499	ENSG00000174669
HMR_7511	
HMR_7523	
HMR_7539	
HMR_7555	
HMR_7568	ENSG00000103044 or ENSG00000105509 or ENSG00000170961
HMR_7569	ENSG00000103044 or ENSG00000105509 or ENSG00000170961
HMR_7579	
HMR_7583	
HMR_7608	
HMR_7609	
HMR_7629	ENSG00000017260 or ENSG00000058668 or ENSG00000064270 or ENSG00000067842 or ENSG00000070961 or ENSG00000074370 or ENSG00000157087 or ENSG00000174437 or ENSG00000196296
HMR_7630	ENSG00000100678 or ENSG00000118160 or ENSG00000183023
HMR_7631	ENSG00000074621 or ENSG00000140090 or ENSG00000155886 or ENSG00000185052 or ENSG00000188467
HMR_7632	ENSG00000074621 or ENSG00000155886
HMR_7633	ENSG00000036565 or ENSG00000165646
HMR_7634	ENSG00000036565 or ENSG00000165646
HMR_7635	ENSG00000036565 or ENSG00000165646
HMR_7636	ENSG00000036565 or ENSG00000165646
HMR_7637	ENSG00000036565 or ENSG00000165646
HMR_7639	ENSG00000079215 or ENSG00000105143 or ENSG00000106688 or ENSG00000110436 or ENSG00000162383
HMR_7643	ENSG00000130876 and ENSG00000168003
HMR_7644	ENSG00000130876 and ENSG00000168003
HMR_7645	ENSG00000123643
HMR_7650	ENSG00000125257
HMR_7651	ENSG00000084453 or ENSG00000101187 or ENSG00000111700 or ENSG00000134538 or ENSG00000139155
HMR_7660	
HMR_7666	ENSG00000155380
HMR_7667	ENSG00000138074
HMR_7679	
HMR_7680	ENSG00000088386 or ENSG00000163406
HMR_7681	ENSG00000187714
HMR_7682	ENSG00000173638
HMR_7683	ENSG00000173638
HMR_7684	ENSG00000173638
HMR_7685	ENSG00000173638
HMR_7686	ENSG00000173638
HMR_7687	ENSG00000173638
HMR_7690	
HMR_7691	ENSG00000114770 or ENSG00000121270 or ENSG00000125257
HMR_7692	ENSG00000114770 or ENSG00000121270 or ENSG00000125257
HMR_7699	ENSG00000081800 or ENSG00000164707
HMR_7700	ENSG00000081800
HMR_7734	ENSG00000115665
HMR_7735	ENSG00000076351
HMR_7736	ENSG00000101438
HMR_7737	ENSG00000101438
HMR_7738	ENSG00000101438
HMR_7739	ENSG00000256870
HMR_7774	
HMR_7781	
HMR_7787	
HMR_7798	
HMR_7896	
HMR_7898	
HMR_7900	
HMR_7901	
HMR_7902	ENSG00000091138 or ENSG00000145217 or ENSG00000155850
HMR_7903	
HMR_7904	ENSG00000081800
HMR_7905	ENSG00000004468
HMR_7906	
HMR_7946	ENSG00000100652 or ENSG00000125255
HMR_7951	
HMR_7961	
HMR_7964	ENSG00000108846
HMR_7967	ENSG00000103222
HMR_7975	
HMR_7977	
HMR_7979	
HMR_7982	ENSG00000103222
HMR_7986	ENSG00000103222
HMR_7990	ENSG00000103222
HMR_7994	
HMR_7997	
HMR_8002	
HMR_8007	
HMR_8010	
HMR_8015	
HMR_8023	
HMR_8031	ENSG00000112499
HMR_8033	
HMR_8035	
HMR_8039	
HMR_8041	
HMR_8042	
HMR_8044	
HMR_8045	
HMR_8047	
HMR_8048	
HMR_8050	
HMR_8051	
HMR_8053	
HMR_8054	
HMR_8056	
HMR_8057	
HMR_8061	
HMR_8073	
HMR_8075	ENSG00000118596 or ENSG00000141526 or ENSG00000155380
HMR_8076	ENSG00000033867 or ENSG00000080493 or ENSG00000113073 or ENSG00000188687
HMR_8077	ENSG00000033867 or ENSG00000080493 or ENSG00000113073 or ENSG00000188687
HMR_8079	
HMR_8080	
HMR_8081	ENSG00000112394
HMR_8090	
HMR_8095	
HMR_8100	
HMR_8101	
HMR_8103	
HMR_8104	
HMR_8154	
HMR_8158	
HMR_8161	
HMR_8164	
HMR_8214	
HMR_8223	
HMR_8225	ENSG00000169359
HMR_8229	
HMR_8231	
HMR_8240	
HMR_8247	
HMR_8253	
HMR_8266	
HMR_8270	
HMR_8273	
HMR_8283	
HMR_8290	
HMR_8297	
HMR_8300	
HMR_8304	
HMR_8311	
HMR_8313	
HMR_8315	
HMR_8321	
HMR_8324	
HMR_8329	
HMR_8336	
HMR_8339	
HMR_8340	
HMR_8343	
HMR_8354	ENSG00000123643
HMR_8364	ENSG00000118596 or ENSG00000141526 or ENSG00000155380
HMR_8374	
HMR_8408	
HMR_8420	
HMR_8429	ENSG00000130821
HMR_8515	ENSG00000256870
HMR_8520	
HMR_8536	
HMR_8551	ENSG00000111700 or ENSG00000134538
HMR_8567	
HMR_8586	ENSG00000059804
HMR_8593	
HMR_8595	
HMR_8597	
HMR_8599	
HMR_8600	
HMR_8602	
HMR_8612	
HMR_8618	
HMR_8629	ENSG00000268104
HMR_8631	ENSG00000134538
HMR_8632	ENSG00000111700 or ENSG00000134538
HMR_8633	ENSG00000103222
HMR_8635	ENSG00000134538
HMR_8636	ENSG00000174669
HMR_8656	
HMR_8658	ENSG00000073734 or ENSG00000108846
HMR_8659	ENSG00000084453 or ENSG00000111700 or ENSG00000134538
HMR_8660	ENSG00000100652 or ENSG00000125255
HMR_8670	ENSG00000225697
HMR_8671	ENSG00000091137
HMR_8676	ENSG00000197208 or ENSG00000197375
HMR_8677	ENSG00000004809 or ENSG00000163393 or ENSG00000197375
HMR_8678	
HMR_8679	
HMR_8686	
HMR_8687	ENSG00000021488 and ENSG00000103064 and ENSG00000138079
HMR_8696	
HMR_8714	
HMR_8718	
HMR_8720	
HMR_8721	
HMR_8723	
HMR_8730	ENSG00000101276
HMR_8732	ENSG00000081800
HMR_8733	ENSG00000130876 and ENSG00000168003
HMR_8734	ENSG00000130876 and ENSG00000168003
HMR_8735	ENSG00000017483
HMR_8736	ENSG00000225697
HMR_8760	
HMR_8797	
HMR_8798	
HMR_8846	ENSG00000059804 or ENSG00000117394 or ENSG00000181856
HMR_8847	ENSG00000084453 or ENSG00000111700 or ENSG00000134538 or ENSG00000137491
HMR_8849	
HMR_8850	ENSG00000103222
HMR_8852	
HMR_8853	ENSG00000081800
HMR_8854	
HMR_8861	ENSG00000132874 or ENSG00000141469
HMR_8863	
HMR_8864	
HMR_8865	
HMR_8866	
HMR_8867	ENSG00000059804
HMR_8869	
HMR_8870	
HMR_8872	ENSG00000117834
HMR_8873	
HMR_8876	ENSG00000117834
HMR_8877	ENSG00000100170
HMR_8878	
HMR_8879	ENSG00000084453 or ENSG00000111700 or ENSG00000134538
HMR_8881	
HMR_8883	
HMR_8884	ENSG00000100170
HMR_8889	ENSG00000111181
HMR_8892	(ENSG00000105675 and ENSG00000186009) or (ENSG00000075673 and ENSG00000186009)
HMR_8893	
HMR_8896	
HMR_8898	
HMR_8899	
HMR_8901	
HMR_8903	
HMR_8905	
HMR_8907	
HMR_8911	ENSG00000198743
HMR_8912	ENSG00000158865 or ENSG00000198743
HMR_8913	
HMR_8917	ENSG00000197375 or ENSG00000268104
HMR_8922	
HMR_8923	
HMR_8924	ENSG00000105641
HMR_8925	ENSG00000066230 or ENSG00000090020 or ENSG00000115616
HMR_8927	
HMR_8929	ENSG00000123643
HMR_8930	ENSG00000138074
HMR_8931	
HMR_8932	ENSG00000174640
HMR_8933	ENSG00000174640
HMR_8934	ENSG00000125257
HMR_8935	ENSG00000125257
HMR_8936	ENSG00000174640
HMR_8937	
HMR_8938	ENSG00000011083
HMR_8939	ENSG00000113396 or ENSG00000130304 or ENSG00000143554 or ENSG00000167114
HMR_8940	ENSG00000113396 or ENSG00000130304 or ENSG00000143554 or ENSG00000167114
HMR_8941	ENSG00000113396 or ENSG00000130304 or ENSG00000143554 or ENSG00000167114
HMR_8942	ENSG00000113396 or ENSG00000130304 or ENSG00000143554 or ENSG00000167114
HMR_8943	ENSG00000113396 or ENSG00000130304 or ENSG00000143554 or ENSG00000167114
HMR_8944	ENSG00000113396 or ENSG00000130304 or ENSG00000143554 or ENSG00000167114
HMR_8945	ENSG00000113396 or ENSG00000130304 or ENSG00000143554 or ENSG00000167114
HMR_8946	ENSG00000113396 or ENSG00000130304 or ENSG00000143554 or ENSG00000167114
HMR_8947	ENSG00000113396 or ENSG00000130304 or ENSG00000143554 or ENSG00000167114
HMR_9173	
HMR_9175	
HMR_9176	
HMR_9178	
HMR_9180	
HMR_9182	
HMR_9183	
HMR_9184	
HMR_9185	
HMR_9187	
HMR_9188	
HMR_9189	
HMR_9190	ENSG00000130876 and ENSG00000168003
HMR_9191	ENSG00000130876 and ENSG00000168003
HMR_9192	ENSG00000112499 or ENSG00000164638 or ENSG00000175003
HMR_9193	ENSG00000112499
HMR_9195	ENSG00000112499
HMR_9196	ENSG00000089472 or ENSG00000138449
HMR_9197	ENSG00000138449
HMR_9198	ENSG00000109667
HMR_9590	ENSG00000145217 or ENSG00000155850
HMR_9591	ENSG00000196517 or ENSG00000268104
HMR_9592	ENSG00000196517 or ENSG00000268104
HMR_9593	ENSG00000196517 or ENSG00000268104
HMR_9594	ENSG00000196517 or ENSG00000268104
HMR_9595	ENSG00000196517 or ENSG00000268104
HMR_9596	ENSG00000196517 or ENSG00000268104
HMR_9597	ENSG00000196517 or ENSG00000268104
HMR_9598	ENSG00000196517 or ENSG00000268104
HMR_9599	ENSG00000196517 or ENSG00000268104
HMR_9600	ENSG00000196517 or ENSG00000268104
HMR_9601	ENSG00000131389 or ENSG00000196517 or ENSG00000268104
HMR_9602	ENSG00000111181
HMR_9603	ENSG00000111181
HMR_9604	ENSG00000111181
HMR_9605	ENSG00000017483
HMR_9606	ENSG00000017483
HMR_9607	ENSG00000138074
HMR_9608	ENSG00000138074
HMR_9609	ENSG00000138074
HMR_9610	ENSG00000007216
HMR_9611	ENSG00000151229
HMR_9612	
HMR_9613	ENSG00000010379 or ENSG00000132164 or ENSG00000157103
HMR_9614	ENSG00000142319
HMR_9615	ENSG00000103546 or ENSG00000142319
HMR_9616	ENSG00000165970 or ENSG00000196517
HMR_9617	ENSG00000011083
HMR_9618	ENSG00000112499 or ENSG00000175003
HMR_9619	ENSG00000142494 or ENSG00000180638
HMR_9620	ENSG00000115665
HMR_9621	ENSG00000145283
HMR_9622	ENSG00000197891
HMR_9623	ENSG00000137204 or ENSG00000168065
HMR_9624	ENSG00000137204 or ENSG00000168065
HMR_9635	
HMR_9636	
HMR_9637	
HMR_9638	
HMR_9639	
HMR_9640	
HMR_9641	
HMR_9642	
HMR_9643	
HMR_9644	
HMR_9645	
HMR_9646	
HMR_9647	
HMR_9648	
HMR_9649	
HMR_9650	
HMR_9651	
HMR_9652	
HMR_9653	
HMR_9654	
HMR_9655	
HMR_9656	
HMR_9657	
HMR_9658	
HMR_9659	
HMR_9660	
HMR_9661	
HMR_9662	
HMR_9663	
HMR_9720	
HMR_9728	
HMR_9731	
HMR_9737	
HMR_8071	
